Centro de Operaciones,Código Bodega,Bodega,Código Artículo,Artículo,Código Ubicación,Ubicación,Código Categoría,Categoría,U/Medida,Cantidad Período Anterior,Costo Período Anterior,Cantidad Entradas,Costo Entradas,Cantidad Salidas,Costo Salidas,Cantidad Período,Costo Período,Cantidad Reservada Período,Existencia Período,Costo Unitario,Estatus
Sede PGR 2023 - 006,GARANTIAS,ALMACEN GARANTIAS,MASS1041,LIMPIADOR A VAPOR 900W 10 PCS,U001,Ubicacion principal,PRO-11,HOGAR,Unid,                               2.00,                              35.90,                               0.00,                               0.00,                               0.00,                               0.00,                               2.00,                              35.90,                               0.00,                               2.00,                              17.95,ACTIVO
Sede PGR 2023 - 006,GARANTIAS,ALMACEN GARANTIAS,MASS1237,TERMO MOTIVACIONAL 2L ELASTICO ROSADO,U001,Ubicacion principal,PRO-04,DEPORTE Y FITNESS,Unid,                               1.00,                               7.02,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                               7.02,                               0.00,                               1.00,                               7.02,ACTIVO
Sede PGR 2023 - 006,GARANTIAS,ALMACEN GARANTIAS,MASS1315,AUDIFONO INALAMBRICO RECARGABLE M90 PRO,U001,Ubicacion principal,PRO-06,AUDIFONOS,Unid,                               2.00,                               4.50,                               0.00,                               0.00,                               0.00,                               0.00,                               2.00,                               4.50,                               0.00,                               2.00,                               2.25,ACTIVO
Sede PGR 2023 - 006,GARANTIAS,ALMACEN GARANTIAS,MASS1525,ZAPATERA DE METAL 6 NIVELES,U001,Ubicacion principal,PRO-11,HOGAR,Unid,                               1.00,                               4.40,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                               4.40,                               0.00,                               1.00,                               4.40,ACTIVO
Sede PGR 2023 - 006,GARANTIAS,ALMACEN GARANTIAS,MASS1526,CAJA ORGANIZADOR DE ZAPATO 12 PCS,U001,Ubicacion principal,PRO-11,HOGAR,Unid,                               1.00,                              24.49,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                              24.49,                               0.00,                               1.00,                              24.49,ACTIVO
Sede PGR 2023 - 006,GARANTIAS,ALMACEN GARANTIAS,MASS1806,CAMARA DE SEGURIDAD DOBLE ROBOTICA 360° GRADOS HD MICRO SD WIFFI,U001,Ubicacion principal,PRO-17,AUDIO Y VIDEO,Unid,                               1.00,                               6.37,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                               6.37,                               0.00,                               1.00,                               6.37,ACTIVO
Sede PGR 2023 - 006,GARANTIAS,ALMACEN GARANTIAS,MASS2048,LAMPARA VOLCAN,U001,Ubicacion principal,PRO-14,ILUMINACION,Unid,                               1.00,                               7.15,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                               7.15,                               0.00,                               1.00,                               7.15,ACTIVO
Sede PGR 2023 - 006,GARANTIAS,ALMACEN GARANTIAS,MASS2049,MICROFONO KARAOKE NEGRO 4 EN 1,U001,Ubicacion principal,PRO-17,AUDIO Y VIDEO,Unid,                               1.00,                               2.80,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                               2.80,                               0.00,                               1.00,                               2.80,ACTIVO
Sede PGR 2023 - 006,GARANTIAS,ALMACEN GARANTIAS,MASS2050,MICROFONO KARAOKE PLATA 4 EN 1,U001,Ubicacion principal,PRO-17,AUDIO Y VIDEO,Unid,                               1.00,                               2.86,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                               2.86,                               0.00,                               1.00,                               2.86,ACTIVO
Sede PGR 2023 - 006,GARANTIAS,ALMACEN GARANTIAS,MASS2056,BOMBILLOS VINTAGE5 METERS 20 LIGHTS,U001,Ubicacion principal,PRO-14,ILUMINACION,Unid,                               1.00,                               5.57,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                               5.57,                               0.00,                               1.00,                               5.57,ACTIVO
Sede PGR 2023 - 006,GARANTIAS,ALMACEN GARANTIAS,MASS2118,MINI AFEITADORA ELECTRICA,U001,Ubicacion principal,PRO-05,ESTETICA Y BELLEZA,Unid,                               2.00,                               2.56,                               0.00,                               0.00,                               0.00,                               0.00,                               2.00,                               2.56,                               0.00,                               2.00,                               1.28,ACTIVO
Sede PGR 2023 - 006,GARANTIAS,ALMACEN GARANTIAS,MASS2294,RELOJ INTELIGENTE S9 ROSADO INCLUYE 3 CORREAS,U001,Ubicacion principal,PRO-07,RELOJES INTELIGENTES,Unid,                               1.00,                               3.75,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                               3.75,                               0.00,                               1.00,                               3.75,ACTIVO
Sede PGR 2023 - 006,GARANTIAS,ALMACEN GARANTIAS,MASS2659,LAPTOP DELL LATITUDE E6540 CORE i5 4TA GENERACION 4GB RAM DDR3 320GB HDD,U001,Ubicacion principal,PRO-15,COMPUTACION,Unid,                               1.00,                             109.00,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                             109.00,                               0.00,                               1.00,                             109.00,ACTIVO
Sede PGR 2023 - 006,GARANTIAS,ALMACEN GARANTIAS,MASS2667,LAPTOP DELL LATITUDE E7440 CORE i7 4TA GENERACION 16GB RAM DDR3 256GB SSD,U001,Ubicacion principal,PRO-15,COMPUTACION,Unid,                               1.00,                             119.00,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                             119.00,                               0.00,                               1.00,                             119.00,ACTIVO
Sede PGR 2023 - 006,GARANTIAS,ALMACEN GARANTIAS,MASS2671,LAPTOP DELL LATITUDE 5540 CORE i5 13RA GENERACION 16GB RAM DDR4 512GB SSD,U001,Ubicacion principal,PRO-15,COMPUTACION,Unid,                               1.00,                             379.00,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                             379.00,                               0.00,                               1.00,                             379.00,ACTIVO
Sede PGR 2023 - 006,GARANTIAS,ALMACEN GARANTIAS,MASS2672,LAPTOP DELL LATITUDE E6540 CORE i7 4TA GENERACION 8GB RAM DDR3 320GB HDD,U001,Ubicacion principal,PRO-15,COMPUTACION,Unid,                               1.00,                             119.00,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                             119.00,                               0.00,                               1.00,                             119.00,ACTIVO
Sede PGR 2023 - 006,GARANTIAS,ALMACEN GARANTIAS,MASS2673,LAPTOP DELL LATITUDE E7440 CORE i7 4TA GENERACION 8GB RAM DDR3 320GB HDD,U001,Ubicacion principal,PRO-15,COMPUTACION,Unid,                               1.00,                             119.00,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                             119.00,                               0.00,                               1.00,                             119.00,ACTIVO
Sede PGR 2023 - 006,GARANTIAS,ALMACEN GARANTIAS,MASS2674,LAPTOP HP PROBOOK 440 G8 CORE i5 11VA GENERACION 8GB RAM DDR4 256GB SSD,U001,Ubicacion principal,PRO-15,COMPUTACION,Unid,                               1.00,                             219.00,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                             219.00,                               0.00,                               1.00,                             219.00,ACTIVO
Sede PGR 2023 - 006,GARANTIAS,ALMACEN GARANTIAS,MASS2676,LAPTOP DELL LATITUDE E6540 CORE i7 4TA GENERACION 4GB RAM DDR3 320GB HDD,U001,Ubicacion principal,PRO-15,COMPUTACION,Unid,                               1.00,                             119.00,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                             119.00,                               0.00,                               1.00,                             119.00,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS0040,AUDIFONOS INALAMBRICO F9,U001,Ubicación Principal,PRO-06,AUDIFONOS,Unid,                               4.00,                               8.28,                               0.00,                               0.00,                               0.00,                               0.00,                               4.00,                               8.28,                               0.00,                               4.00,                               2.07,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS0058,BALANZA PERSONAL 180 KG,U001,Ubicación Principal,PRO-18,SALUD,Unid,                               0.00,                               0.00,                               1.00,                               4.42,                               0.00,                               0.00,                               1.00,                               4.42,                               0.00,                               1.00,                               4.42,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS0292,PISTOLA MASAJEADORA ELECTRICA SY-720 NEGRO,U001,Ubicación Principal,PRO-18,SALUD,Unid,                               1.00,                               3.19,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                               3.19,                               0.00,                               1.00,                               3.19,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS0327,MOUSE INALAMBRICO RECARGABLE BLUETOOH 2.4G CAJA 2514 NEGRO,U001,Ubicación Principal,PRO-15,COMPUTACION,Unid,                               6.00,                               8.64,                               0.00,                               0.00,                               0.00,                               0.00,                               6.00,                               8.64,                               0.00,                               6.00,                               1.44,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS0388,PLUG ANAL TALLA S ROJO,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                               0.00,                               0.00,                               1.00,                               0.79,                               0.00,                               0.00,                               1.00,                               0.79,                               0.00,                               1.00,                               0.79,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS0405,VIBRADOR RABBIT PUNTO G MORADO RABBITB001,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                               0.00,                               0.00,                               1.00,                               1.64,                               0.00,                               0.00,                               1.00,                               1.64,                               0.00,                               1.00,                               1.64,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS0518,SPRAY RETARDANTE STUD 100 MASCULINO,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                               0.00,                               0.00,                               1.00,                               0.90,                               0.00,                               0.00,                               1.00,                               0.90,                               0.00,                               1.00,                               0.90,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS0536,TARJETA DE SONIDO 7.1,U001,Ubicación Principal,PRO-17,AUDIO Y VIDEO,Unid,                               0.00,                               0.00,                               1.00,                               1.02,                               0.00,                               0.00,                               1.00,                               1.02,                               0.00,                               1.00,                               1.02,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS0586,VARITA MAGICA 10 VELOCIDADES AV MORADO,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                               2.00,                               7.70,                               0.00,                               0.00,                               0.00,                               0.00,                               2.00,                               7.70,                               0.00,                               2.00,                               3.85,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS0700,LUBRICANTE PRIVATE LIFE 100ML FRESA XZLSG100ML,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                               0.00,                               0.00,                               1.00,                               0.78,                               0.00,                               0.00,                               1.00,                               0.78,                               0.00,                               1.00,                               0.78,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS0737,ONN ANDROID TV FULL HD,U001,Ubicación Principal,PRO-21,ELECTRONICA,Unid,                               1.00,                              23.42,                               1.00,                              23.42,                               0.00,                               0.00,                               2.00,                              46.84,                               0.00,                               2.00,                              23.42,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS0786,RODILLERA AJUSTABLE L,U001,Ubicación Principal,PRO-18,SALUD,Unid,                               0.00,                               0.00,                               3.00,                               2.97,                               0.00,                               0.00,                               3.00,                               2.97,                               0.00,                               3.00,                               0.99,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS0919,REMOVEDOR DE CALLOS RECARGABLE,U001,Ubicación Principal,PRO-05,ESTETICA Y BELLEZA,Unid,                               0.00,                               0.00,                               2.00,                               4.44,                               0.00,                               0.00,                               2.00,                               4.44,                               0.00,                               2.00,                               2.22,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS0927,ESENCIA PURE AROMA,U001,Ubicación Principal,PRO-11,HOGAR,Unid,                               0.00,                               0.00,                               7.00,                               1.99,                               0.00,                               0.00,                               7.00,                               1.99,                               0.00,                               7.00,                               0.28,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS1215,PLANCHA DE CABELLO REMINTONG KERATINA,U001,Ubicación Principal,PRO-05,ESTETICA Y BELLEZA,Unid,                               3.00,                              23.01,                               0.00,                               0.00,                               0.00,                               0.00,                               3.00,                              23.01,                               0.00,                               3.00,                               7.67,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS1230,TENSIOMETRO DIGITAL SIN VOZ,U001,Ubicación Principal,PRO-18,SALUD,Unid,                               2.00,                               8.58,                               1.00,                               4.29,                               0.00,                               0.00,                               3.00,                              12.87,                               0.00,                               3.00,                               4.29,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS1282,MAQUINA LAMINADORA A4 SL299,U001,Ubicación Principal,PRO-19,OFICINA,Unid,                               0.00,                               0.00,                               1.00,                              10.37,                               0.00,                               0.00,                               1.00,                              10.37,                               0.00,                               1.00,                              10.37,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS1291,ASPIRADORA DE CARRO PORTATIL 12V NEGRO,U001,Ubicación Principal,PRO-01,ACCESORIOS PARA VEHICULOS,Unid,                               0.00,                               0.00,                               1.00,                               4.72,                               0.00,                               0.00,                               1.00,                               4.72,                               0.00,                               1.00,                               4.72,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS1307,AUDIFONO INALAMBRICO BLUETOOH P9 NEGRO,U001,Ubicación Principal,PRO-06,AUDIFONOS,Unid,                               1.00,                               4.14,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                               4.14,                               0.00,                               1.00,                               4.14,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS1315,AUDIFONO INALAMBRICO RECARGABLE M90 PRO,U001,Ubicación Principal,PRO-06,AUDIFONOS,Unid,                               2.00,                               4.14,                               0.00,                               0.00,                               0.00,                               0.00,                               2.00,                               4.14,                               0.00,                               2.00,                               2.07,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS1409,WALL PANEL SSL AZUL 095 290*168*23,U001,Ubicación Principal,PRO-24,REVESTIMIENTO,Unid,                               0.00,                               0.00,                               8.00,                              39.60,                               0.00,                               0.00,                               8.00,                              39.60,                               0.00,                               8.00,                               4.95,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS1417,FOAMI 3D PLH-01 NEGRO 70CM*77CM,U001,Ubicación Principal,PRO-24,REVESTIMIENTO,Unid,                               9.00,                              12.42,                               0.00,                               0.00,                               0.00,                               0.00,                               9.00,                              12.42,                               0.00,                               9.00,                               1.38,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS1418,FOAMI 3D PLH-09 BLANCO 70CM*77CM,U001,Ubicación Principal,PRO-24,REVESTIMIENTO,Unid,                              18.00,                              24.12,                               0.00,                               0.00,                               0.00,                               0.00,                              18.00,                              24.12,                               0.00,                              18.00,                               1.34,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS1419,FOAMI 3D PLH-08 GRIS 70CM*77CM,U001,Ubicación Principal,PRO-24,REVESTIMIENTO,Unid,                              22.00,                              31.90,                               0.00,                               0.00,                               0.00,                               0.00,                              22.00,                              31.90,                               0.00,                              22.00,                               1.45,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS1428,PANEL DECORATIVO DE PARED HAYE-30 2MM DE GROSOR 30CM*60CM,U001,Ubicación Principal,PRO-24,REVESTIMIENTO,Unid,                               0.00,                               0.00,                              16.00,                               9.60,                               0.00,                               0.00,                              16.00,                               9.60,                               0.00,                              16.00,                               0.60,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS1517,MINI PROYECTOR VIDEO BEAM,U001,Ubicación Principal,PRO-17,AUDIO Y VIDEO,Unid,                               0.00,                               0.00,                               1.00,                              13.73,                               0.00,                               0.00,                               1.00,                              13.73,                               0.00,                               1.00,                              13.73,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS1561,WALL PANEL 3D D095 NEGRO 1MM DE GROSOR 500MM*500MM,U001,Ubicación Principal,PRO-24,REVESTIMIENTO,Unid,                               0.00,                               0.00,                              13.00,                              21.71,                               0.00,                               0.00,                              13.00,                              21.71,                               0.00,                              13.00,                               1.67,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS1562,WALL PANEL 3D D094 BLANCO 1MM DE GROSOR 500MM*500MM,U001,Ubicación Principal,PRO-24,REVESTIMIENTO,Unid,                              12.00,                              15.72,                               0.00,                               0.00,                               0.00,                               0.00,                              12.00,                              15.72,                               0.00,                              12.00,                               1.31,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS1541,HUB 7 PUERTOS,U001,Ubicación Principal,PRO-20,"CABLES, ADAPTADORES Y CONVERTIDORES",Unid,                               0.00,                               0.00,                               6.00,                              11.70,                               0.00,                               0.00,                               6.00,                              11.70,                               0.00,                               6.00,                               1.95,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS1693,MASTURBADOR MASCULINO BOCA,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                               5.00,                              10.20,                               0.00,                               0.00,                               0.00,                               0.00,                               5.00,                              10.20,                               0.00,                               5.00,                               2.04,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS1801,RELOJ INTELIGENTE S16 NEGRO + CORREA ADICIONAL,U001,Ubicación Principal,PRO-07,RELOJES INTELIGENTES,Unid,                               1.00,                               5.32,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                               5.32,                               0.00,                               1.00,                               5.32,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS1806,CAMARA DE SEGURIDAD DOBLE ROBOTICA 360° GRADOS HD MICRO SD WIFFI,U001,Ubicación Principal,PRO-17,AUDIO Y VIDEO,Unid,                               0.00,                               0.00,                               1.00,                               6.36,                               0.00,                               0.00,                               1.00,                               6.36,                               0.00,                               1.00,                               6.36,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS1890,"ALFOMBRAS DE PELUCHE ENTRELAZADAS, GRUESAS, SUAVEZ Y LAVABLE NEGRA",U001,Ubicación Principal,PRO-24,REVESTIMIENTO,Unid,                               1.00,                               1.07,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                               1.07,                               0.00,                               1.00,                               1.07,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS1905,MASAJEADOR DE CUELLO GRANDE,U001,Ubicación Principal,PRO-18,SALUD,Unid,                               1.00,                               9.63,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                               9.63,                               0.00,                               1.00,                               9.63,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS1919,VIBRADOR TRIO RECARGABLE USB RABBIT CONSOLADOR ESTIMULACIÓN,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                               0.00,                               0.00,                               1.00,                               3.15,                               0.00,                               0.00,                               1.00,                               3.15,                               0.00,                               1.00,                               3.15,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS1978,HAMACA CHINCORRO PARA CAMPING,U001,Ubicación Principal,PRO-04,DEPORTE Y FITNESS,Unid,                               0.00,                               0.00,                               2.00,                              12.98,                               0.00,                               0.00,                               2.00,                              12.98,                               0.00,                               2.00,                               6.49,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS2041,ORGANIZADOR DE BAÑO ESTANTE 3 REPISAS PARA INODORO,U001,Ubicación Principal,PRO-11,HOGAR,Unid,                               1.00,                               8.22,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                               8.22,                               0.00,                               1.00,                               8.22,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS2085,SET DE CABALLERO MARRON,U001,Ubicación Principal,PRO-07,RELOJES INTELIGENTES,Unid,                               2.00,                               5.93,                               0.00,                               0.00,                               0.00,                               0.00,                               2.00,                               5.93,                               0.00,                               2.00,                               2.97,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS2141,ROLLO PANEL DECORATIVO BD1135,U001,Ubicación Principal,PRO-24,REVESTIMIENTO,Unid,                               0.00,                               0.00,                               5.00,                              12.07,                               0.00,                               0.00,                               5.00,                              12.07,                               0.00,                               5.00,                               2.41,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS2166,CINTA ADHESIVA DECORATIVA GRIS 4CM X 50MTS,U001,Ubicación Principal,PRO-24,REVESTIMIENTO,Unid,                               1.00,                               2.68,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                               2.68,                               0.00,                               1.00,                               2.68,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS2205,CORRECTOR DE POSTURA AJUSTABLE ESPALDA TALLA  XL,U001,Ubicación Principal,PRO-18,SALUD,Unid,                               1.00,                               2.59,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                               2.59,                               0.00,                               1.00,                               2.59,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS2212,ALMOHADA DE GEL HILTON 30 x 50,U001,Ubicación Principal,PRO-11,HOGAR,Unid,                               1.00,                               5.64,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                               5.64,                               0.00,                               1.00,                               5.64,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS2227,AUDIFONO INALAMBRICO P2961 Bluetooth RECARGABLE VERDE,U001,Ubicación Principal,PRO-06,AUDIFONOS,Unid,                               2.00,                               9.90,                               0.00,                               0.00,                               0.00,                               0.00,                               2.00,                               9.90,                               0.00,                               2.00,                               4.95,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS2237,PLUG ANAL SILICONA NEGRO,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                               0.00,                               0.00,                               1.00,                               2.72,                               0.00,                               0.00,                               1.00,                               2.72,                               0.00,                               1.00,                               2.72,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS2238,PLUG ANAL SILICONA  ROSA,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                               2.00,                               5.44,                               0.00,                               0.00,                               0.00,                               0.00,                               2.00,                               5.44,                               0.00,                               2.00,                               2.72,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS2242,CONSOLADOR DE TIGRE LARGO DRAGÓN 40 CM ANAL PLUGS,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                               0.00,                               0.00,                               1.00,                               2.84,                               0.00,                               0.00,                               1.00,                               2.84,                               0.00,                               1.00,                               2.84,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS2247,DILDO PVC COTUFA CARNE FLEXIBLE 20CM,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                               0.00,                               0.00,                               2.00,                               5.14,                               0.00,                               0.00,                               2.00,                               5.14,                               0.00,                               2.00,                               2.57,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS2257,VELAS DE MASAJE TANTRIC CON FEROMONAS AZUL,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                               1.00,                               1.98,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                               1.98,                               0.00,                               1.00,                               1.98,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS2269,FUNDA DE BRAZO PARA TELEFONO UNIVERSAL ROSADO,U001,Ubicación Principal,PRO-04,DEPORTE Y FITNESS,Unid,                               0.00,                               0.00,                               1.00,                               0.66,                               0.00,                               0.00,                               1.00,                               0.66,                               0.00,                               1.00,                               0.66,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS2306,SILLA GAMER GM01 AZUL,U001,Ubicación Principal,PRO-15,COMPUTACION,Unid,                               0.00,                               0.00,                               6.00,                             447.18,                               0.00,                               0.00,                               6.00,                             447.18,                               0.00,                               6.00,                              74.53,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS2316,RETINOL SHOT TIGHTENING SERUM30ML + POTENCIADOR AJUSTADO PARA LA PIEL DEL INFIERNO REDUCE LAS LÍNEAS FINAS ARRUGAS RETINOL CREMA PARA OJOS 15ML,U001,Ubicación Principal,PRO-05,ESTETICA Y BELLEZA,Unid,                               0.00,                               0.00,                               1.00,                               1.98,                               0.00,                               0.00,                               1.00,                               1.98,                               0.00,                               1.00,                               1.98,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS2417,"WALL PANEL REDONDO HYYC-071 18,6CM X 2,6CM X 2,90 M",U001,Ubicación Principal,PRO-24,REVESTIMIENTO,Unid,                               0.00,                               0.00,                              13.00,                             163.28,                               0.00,                               0.00,                              13.00,                             163.28,                               0.00,                              13.00,                              12.56,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS2351,BATIDORA DE MANO 160W R.96633-110 BLANCO CON NEGRO RAF,U001,Ubicación Principal,PRO-26,RAF,Unid,                               1.00,                               3.56,                               1.00,                               3.56,                               0.00,                               0.00,                               2.00,                               7.12,                               0.00,                               2.00,                               3.56,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS2605,ZAPATERA 7 NIVELES A PRUEBA DE POLVO,U001,Ubicación Principal,PRO-11,HOGAR,Unid,                               1.00,                              10.75,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                              10.75,                               0.00,                               1.00,                              10.75,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS2606,ZAPATERA 5 NIVELES A PRUEBA DE POLVO,U001,Ubicación Principal,PRO-11,HOGAR,Unid,                               0.00,                               0.00,                               2.00,                              17.62,                               0.00,                               0.00,                               2.00,                              17.62,                               0.00,                               2.00,                               8.81,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS2636,TERMO OWALA 30 ONZ 900 ML LILA,U001,Ubicación Principal,PRO-04,DEPORTE Y FITNESS,Unid,                               0.00,                               0.00,                               1.00,                               8.64,                               0.00,                               0.00,                               1.00,                               8.64,                               0.00,                               1.00,                               8.64,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS2661,LAPTOP DELL LATITUDE E5440 CORE i7 4TA GENERACION 4GB RAM DDR3 250GB HDD,U001,Ubicación Principal,PRO-15,COMPUTACION,Unid,                               1.00,                             119.00,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                             119.00,                               0.00,                               1.00,                             119.00,ACTIVO
Sede PGR 2023 - 006,ALM-AUDITAR,ALMACEN AUDITAR,MASS2686,LAMINA PISO DE VINIL HHYM3039,U001,Ubicación Principal,PRO-24,REVESTIMIENTO,Unid,                               0.00,                               0.00,                             103.00,                              45.32,                               0.00,                               0.00,                             103.00,                              45.32,                               0.00,                             103.00,                               0.44,ACTIVO
